tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date
133P04126,MINNESOTA DR,NORTHBOUND,W TUDOR RD,AK,ANCHORAGE,99503,61.180678,-149.913078,61.180801,-149.913076,0.0085,11.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,20143,1181,65,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04290,RASPBERRY RD,WESTBOUND,JEWEL LAKE RD,AK,ANCHORAGE,99502,61.159218,-149.949192,61.159207,-149.951965,0.092429,1.0,America/Anchorage,P1,USA,85,3,N,3,2305,2,0,4,0,10,10,,15790,853,46,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04367,E TUDOR RD,EASTBOUND,BONIFACE PKWY,AK,ANCHORAGE,99507,61.1806778,-149.77845,61.1806812,-149.778225,0.007494,9.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,27988,1513,83,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04125,MINNESOTA DR,NORTHBOUND,W INTL AIRPORT RD,AK,ANCHORAGE,99518,61.168175,-149.915751,61.1753384,-149.9147616,0.507815,9.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,45866,1222,352,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04124,MINNESOTA DR,NORTHBOUND,RASPBERRY RD,AK,ANCHORAGE,99518,61.154777,-149.909233,61.164135,-149.914464,0.671224,7.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,5,0,10,10,,42270,1085,331,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04366,E TUDOR RD,EASTBOUND,LAKE OTIS PKWY,AK,ANCHORAGE,99507,61.180788,-149.838311,61.180788,-149.838028,0.009426,7.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,35435,1915,104,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04292,RASPBERRY RD,WESTBOUND,MINNESOTA DR,AK,ANCHORAGE,99502,61.159243,-149.909423,61.159253,-149.917948,0.284128,4.0,America/Anchorage,P1,USA,85,3,N,3,2305,2,0,5,0,10,10,,17225,768,79,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04294,JEWEL LAKE RD,SOUTHBOUND,W DIMOND BLVD,AK,ANCHORAGE,99502,61.137545,-149.951998,61.137408,-149.951991,0.00947,5.0,America/Anchorage,P1,USA,86,4,N,3,2305,2,0,4,0,10,10,,20033,980,368,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04930,GEIST RD,EASTBOUND,UNIVERSITY AVE/JOHANSEN EXPY,AK,FAIRBANKS NORTH STAR,99709,64.8487252,-147.8623262,64.849169,-147.812634,1.464223,2.0,America/Anchorage,P1,USA,217,3,N,3,28549,2,0,4,0,10,10,,16853,587,145,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04931,AK-7,WESTBOUND,GLACIER HWY/CHANNEL VISTA DR,AK,JUNEAU,99801,58.2992954,-134.421054,58.3189172,-134.452796,1.821108,2.001,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,21752,1968,635,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04932,AK-7,WESTBOUND,YANDUKIN DR,AK,JUNEAU,99801,58.3586308,-134.5263866,58.3583534,-134.5557822,1.065521,4.001,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,27201,2473,798,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04933,AK-7,WESTBOUND,MENDENHALL LOOP RD,AK,JUNEAU,99801,58.3642858,-134.5747948,58.3690658,-134.5826788,0.442031,4.001,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,26776,2434,785,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04937,AK-7,NORTHBOUND,W 10TH ST,AK,JUNEAU,99801,58.2995334,-134.4109028,58.3008654,-134.4241202,0.53259,2.0,America/Juneau,P1,USA,219,3,N,3,99998,2,0,4,7,4,10,,14744,1328,429,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04928,MENDENHALL LOOP RD,EASTBOUND,AK-7/EGAN DR,AK,JUNEAU,99801,58.3976794,-134.5602834,58.3701212,-134.586215,2.174009,2.0,America/Juneau,P1,USA,216,4,N,3,99998,2,0,4,7,4,10,,14698,1336,431,9,1,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04361,INTL AIRPORT RD/INTERNATIONAL AIRPORT RD,WESTBOUND,SATELLITE DR,AK,ANCHORAGE,99502,61.176732,-149.968094,61.176738,-149.968318,0.007469,7.0,America/Anchorage,P1,USA,105,4,N,3,2305,2,0,4,0,10,10,,26447,1429,78,2,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04360,INTL AIRPORT RD/INTERNATIONAL AIRPORT RD,WESTBOUND,JEWEL LAKE RD,AK,ANCHORAGE,99502,61.173894,-149.943503,61.173908,-149.943721,0.007326,8.0,America/Anchorage,P1,USA,105,4,N,3,2305,2,0,4,0,10,10,,26447,1429,78,2,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04298,NORTHWOOD ST/NORTHWOOD DR,SOUTHBOUND,RASPBERRY RD,AK,ANCHORAGE,99502,61.159316,-149.921993,61.1585452,-149.9219706,0.053251,1.0,America/Anchorage,P1,USA,87,4,N,3,2305,2,0,5,0,10,10,,17237,932,51,1,18,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04123,MINNESOTA DR,NORTHBOUND,W DIMOND BLVD,AK,ANCHORAGE,99518,61.1401628,-149.9080266,61.146552,-149.9078982,0.44205,5.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,36986,952,282,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04365,E TUDOR RD,EASTBOUND,AK-1/SEWARD HWY,AK,ANCHORAGE,99507,61.1807154,-149.8619186,61.180698,-149.858979,0.097903,6.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,32193,1689,198,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04122,MINNESOTA DR,NORTHBOUND,W 100TH AVE,AK,ANCHORAGE,99515,61.1268468,-149.906999,61.133872,-149.9076408,0.487776,3.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,24852,638,195,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04364,E TUDOR RD,EASTBOUND,OLD SEWARD HWY,AK,ANCHORAGE,99503,61.180676,-149.86822,61.180676,-149.868034,0.006195,4.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,17851,544,42,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04363,E TUDOR RD,EASTBOUND,C ST,AK,ANCHORAGE,99503,61.180692,-149.886605,61.180698,-149.886197,0.013596,3.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,23775,1285,70,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04121,MINNESOTA DR,NORTHBOUND,C ST,AK,ANCHORAGE,99515,61.1235128,-149.8773674,61.1235018,-149.8942356,0.562738,1.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,25953,666,203,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04362,E TUDOR RD,EASTBOUND,MINNESOTA DR,AK,ANCHORAGE,99503,61.180694,-149.913374,61.180678,-149.913078,0.009917,1.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,20143,1181,65,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04361,INTL AIRPORT RD/INTERNATIONAL AIRPORT RD,WESTBOUND,SATELLITE DR,AK,ANCHORAGE,99502,61.173908,-149.943721,61.176732,-149.968094,0.852378,6.0,America/Anchorage,P1,USA,105,4,N,3,2305,2,0,4,0,10,10,,26447,1429,78,2,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04120,O'MALLEY RD,WESTBOUND,C ST,AK,ANCHORAGE,99515,61.123172,-149.863903,61.1235128,-149.8773674,0.451153,9.0,America/Anchorage,P1,USA,66,1,N,3,2305,2,0,4,0,10,10,,26129,671,205,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04379,SPENARD RD,NORTHBOUND,W BENSON BLVD/W 29TH AVE,AK,ANCHORAGE,99503,61.193966,-149.905441,61.194393,-149.905441,0.029496,10.0,America/Anchorage,P1,USA,109,4,N,3,2305,1,0,4,0,10,10,,14681,849,152,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04814,AK-1,SOUTHBOUND,PLUMB LN,AK,KENAI PENINSULA,99639,60.0238184,-151.7011152,59.9144036,-151.7538208,7.865308,133.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2481,209,67,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04363,E TUDOR RD,EASTBOUND,C ST,AK,ANCHORAGE,99503,61.180678,-149.913078,61.180692,-149.886605,0.882347,2.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,22229,1225,67,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04364,E TUDOR RD,EASTBOUND,OLD SEWARD HWY,AK,ANCHORAGE,99503,61.180698,-149.886197,61.180676,-149.86822,0.598697,4.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,28638,1547,84,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04122,MINNESOTA DR,NORTHBOUND,W 100TH AVE,AK,ANCHORAGE,99515,61.1235018,-149.8942356,61.1268468,-149.906999,0.525351,2.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,25781,662,202,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04123,MINNESOTA DR,NORTHBOUND,W DIMOND BLVD,AK,ANCHORAGE,99515,61.133872,-149.9076408,61.1401628,-149.9080266,0.434916,4.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,24036,617,188,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04816,AK-1,SOUTHBOUND,HERMAN DR,AK,KENAI PENINSULA,99568,60.227659,-151.3989092,60.121943,-151.5500686,9.513134,131.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,3530,302,96,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04365,E TUDOR RD,EASTBOUND,AK-1/SEWARD HWY,AK,ANCHORAGE,99503,61.180676,-149.868034,61.1807154,-149.8619186,0.20376,5.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,35652,1927,106,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04366,E TUDOR RD,EASTBOUND,LAKE OTIS PKWY,AK,ANCHORAGE,99507,61.180698,-149.858979,61.180788,-149.838311,0.690983,7.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,38720,2092,114,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04124,MINNESOTA DR,NORTHBOUND,RASPBERRY RD,AK,ANCHORAGE,99518,61.146552,-149.9078982,61.154777,-149.909233,0.574221,6.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,5,0,10,10,,37348,959,292,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04815,AK-1,SOUTHBOUND,DEEP CREEK RD,AK,KENAI PENINSULA,99639,60.121943,-151.5500686,60.0238184,-151.7011152,9.196906,132.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2825,285,87,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04125,MINNESOTA DR,NORTHBOUND,W INTL AIRPORT RD,AK,ANCHORAGE,99518,61.164135,-149.914464,61.168175,-149.915751,0.28237,8.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,49274,1265,386,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04367,E TUDOR RD,EASTBOUND,BONIFACE PKWY,AK,ANCHORAGE,99507,61.180788,-149.838028,61.1806778,-149.77845,1.984218,8.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,32958,1781,97,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04818,AK-1,SOUTHBOUND,MYSTERY CREEK RD,AK,KENAI PENINSULA,99572,60.4848446,-150.111227,60.5266508,-150.2574936,6.230462,111.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,3378,308,167,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04368,E TUDOR RD,EASTBOUND,MULDOON RD/REGAL MOUNTAIN DR,AK,ANCHORAGE,99507,61.1806812,-149.778225,61.1811862,-149.7411774,1.239989,9.0,America/Anchorage,P1,USA,106,3,N,3,2305,2,0,4,0,10,10,,24745,1338,73,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04817,AK-1,SOUTHBOUND,BLUEBERRY AVE,AK,KENAI PENINSULA,99568,60.2665514,-151.3271172,60.227659,-151.3989092,3.756821,130.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2971,251,81,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04126,MINNESOTA DR,NORTHBOUND,W TUDOR RD,AK,ANCHORAGE,99503,61.1753384,-149.9147616,61.180678,-149.913078,0.378614,10.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,45708,1174,358,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04127,MINNESOTA DR,NORTHBOUND,SPENARD RD,AK,ANCHORAGE,99503,61.180801,-149.913076,61.1867368,-149.9128958,0.41013,12.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,40248,1034,315,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04128,MINNESOTA DR,NORTHBOUND,W BENSON BLVD,AK,ANCHORAGE,99503,61.1869118,-149.9128986,61.1936738,-149.9129364,0.467165,13.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,40127,1033,314,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04919,MAIN ST,SOUTHBOUND,E NELSON AVE,AK,MATANUSKA-SUSITNA,99654,61.585382,-149.441939,61.584624,-149.44152,0.054513,1.0,America/Anchorage,P1,USA,214,4,N,3,99998,2,0,2,0,10,10,,9243,561,204,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04129,MINNESOTA DR,NORTHBOUND,W NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99503,61.1936738,-149.9129364,61.1953032,-149.9129202,0.112568,14.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,6,0,10,10,,39172,1006,307,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04925,AK-1,SOUTHBOUND,PORTAGE GLACIER RD,AK,ANCHORAGE,99631,60.8201754,-148.9755676,60.8191574,-148.97583,0.071352,102.001,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,5205,431,204,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04928,MENDENHALL LOOP RD,WESTBOUND,AK-7/EGAN DR,AK,JUNEAU,99801,58.3699516,-134.5862304,58.3704306,-134.5857054,0.038165,1.0,America/Juneau,P1,USA,216,4,N,3,99998,2,0,4,7,4,10,,14698,1336,431,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04372,MULDOON RD,NORTHBOUND,AK-1/GLENN HWY,AK,ANCHORAGE,99504,61.2247522,-149.7334026,61.229194,-149.733421,0.306852,7.0,America/Anchorage,P1,USA,107,3,N,3,2305,2,0,4,0,10,10,,23617,606,185,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04130,MINNESOTA DR,NORTHBOUND,HILLCREST DR,AK,ANCHORAGE,99503,61.200416,-149.912951,61.204883,-149.90991,0.340194,17.0,America/Anchorage,P1,USA,67,1,N,3,2305,2,0,4,0,10,10,,34409,897,274,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04371,MULDOON RD,NORTHBOUND,DEBARR RD,AK,ANCHORAGE,99504,61.2096776,-149.733366,61.2098,-149.7333688,0.008457,1.0,America/Anchorage,P1,USA,107,3,N,3,2305,2,0,4,0,10,10,,29151,1576,86,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04808,AK-2,EASTBOUND,FAIRBANKS NORTH STAR--YUKON-KOYUKUK COUNTY BORDER,AK,YUKON-KOYUKUK,99712,65.5034718,-148.618457,65.2105436,-148.1054824,37.39246,8.0,America/Anchorage,P3,USA,162,4,N,3,99999,2,0,2,2,4,10,,435,64,69,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04370,MULDOON RD,NORTHBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99504,61.1952348,-149.7334028,61.1953438,-149.7334032,0.007531,2.0,America/Anchorage,P1,USA,107,3,N,3,2305,2,0,4,0,10,10,,24677,1334,73,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04376,SPENARD RD,NORTHBOUND,W INTERNATIONAL AIRPORT RD,AK,ANCHORAGE,99502,61.173699,-149.943414,61.173894,-149.943503,0.013794,2.0,America/Anchorage,P1,USA,109,4,N,3,2305,2,0,4,0,10,10,,26447,1429,78,2,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04360,INTL AIRPORT RD/INTERNATIONAL AIRPORT RD,WESTBOUND,JEWEL LAKE RD,AK,ANCHORAGE,99502,61.1725206,-149.9242706,61.173894,-149.943503,0.647866,5.0,America/Anchorage,P1,USA,105,4,N,3,2305,2,0,4,0,10,10,,32197,1740,95,2,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04823,AK-1,SOUTHBOUND,CHICKALOON TRL,AK,MATANUSKA-SUSITNA,99674,61.7616842,-148.5764814,61.733843,-148.7504028,6.879894,33.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1964,193,93,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04822,AK-1,SOUTHBOUND,SAWMILL RD,AK,ANCHORAGE,99540,60.9863982,-149.526316,60.9524252,-149.4102096,4.780978,99.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,7262,341,126,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04110,AK-1,NORTHBOUND,E FIREWEED LN,AK,ANCHORAGE,99508,61.195282,-149.867862,61.1978568,-149.8678634,0.177867,60.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,54005,2536,936,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04825,AK-1,SOUTHBOUND,NEW PURINTON CREEK TRL,AK,MATANUSKA-SUSITNA,99674,61.796528,-147.973189,61.8044926,-148.0871984,4.144706,29.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1455,97,43,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04824,AK-1,SOUTHBOUND,BONNIE LAKES RD,AK,MATANUSKA-SUSITNA,99674,61.8044926,-148.0871984,61.7967162,-148.294503,7.199366,30.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1471,98,43,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04111,AK-1,NORTHBOUND,E 15TH AVE,AK,ANCHORAGE,99501,61.1978568,-149.8678634,61.2077086,-149.866939,0.683073,61.0,America/Anchorage,P1,USA,65,1,N,1,2305,1,0,4,0,10,10,,37525,1268,375,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04827,AK-1,SOUTHBOUND,4WD ROAD (PALMER) (SOUTH),AK,MATANUSKA-SUSITNA,99674,61.848549,-147.386613,61.800156,-147.598893,8.267074,26.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1198,79,35,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04826,AK-1,SOUTHBOUND,VICTORY BIBLE CAMP RD,AK,MATANUSKA-SUSITNA,99674,61.8032326,-147.8516332,61.796528,-147.973189,4.294742,28.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1275,84,37,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04598,AK-2,WESTBOUND,AK-5/TAYLOR HWY,AK,SOUTHEAST FAIRBANKS,99780,63.2306946,-142.298183,63.311353,-142.6024322,11.981574,7.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,441,0,0,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04829,AK-1,SOUTHBOUND,NELCHINA ELEMENTARY SCHOOL RD,AK,VALDEZ-CORDOVA,99588,62.0867288,-146.3512134,61.9918048,-146.7702764,16.007132,22.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,778,166,78,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04599,AK-2,WESTBOUND,AK-1/GLENN HWY TOK CUTOFF/CENTER ST,AK,SOUTHEAST FAIRBANKS,99780,63.3244256,-142.8280172,63.3359562,-142.9877172,5.015458,9.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,1019,164,84,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04828,AK-1,SOUTHBOUND,MATANUSKA-SUSITNA--VALDEZ-CORDOVA COUNTY BORDER,AK,VALDEZ-CORDOVA,99588,61.9918048,-146.7702764,61.9853164,-146.9587868,6.441169,23.0,America/Anchorage,P3,USA,65,1,N,1,99999,2,0,2,1,4,10,,821,158,71,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04909,AK-7,EASTBOUND,GLACIER HWY,AK,JUNEAU,99801,58.3644984,-134.5755172,58.3637186,-134.5742906,0.069861,5.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,28024,2547,822,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04358,INTL AIRPORT RD/INTERNATIONAL AIRPORT RD,WESTBOUND,C ST,AK,ANCHORAGE,99518,61.173619,-149.858808,61.1736556,-149.886182,0.915988,1.0,America/Anchorage,P1,USA,105,3,N,3,2305,2,0,4,0,10,10,,14540,786,43,1,67,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04117,O'MALLEY RD,WESTBOUND,AK-1/SEWARD HWY,AK,ANCHORAGE,99507,61.123119,-149.834149,61.1231388,-149.8545052,0.681731,5.0,America/Anchorage,P1,USA,66,3,N,3,2305,2,0,2,0,10,10,,16724,509,40,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04908,AK-7,EASTBOUND,AK-7/EGAN DR,AK,JUNEAU,99801,58.358448,-134.5254614,58.355073,-134.5143694,0.481569,7.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,23984,2180,703,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04359,INTL AIRPORT RD/INTERNATIONAL AIRPORT RD,WESTBOUND,MINNESOTA DR,AK,ANCHORAGE,99518,61.1736694,-149.8865556,61.172853,-149.912641,0.877102,3.0,America/Anchorage,P1,USA,105,3,N,3,2305,2,0,4,0,10,10,,19810,1071,58,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04118,O'MALLEY RD,WESTBOUND,OLD SEWARD HWY,AK,ANCHORAGE,99515,61.123142,-149.857742,61.1231718,-149.8636014,0.195502,7.0,America/Anchorage,P1,USA,66,1,N,3,2305,2,0,4,0,10,10,,27475,836,65,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04821,AK-1,SOUTHBOUND,ALYESKA HWY,AK,ANCHORAGE,99587,60.9524252,-149.4102096,60.9406478,-149.174606,8.817404,100.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,7041,331,122,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04820,AK-1,SOUTHBOUND,PORTAGE RAIL TERMINAL,AK,ANCHORAGE,99587,60.9402754,-149.1732584,60.8360632,-148.9809724,10.032936,101.0,America/Anchorage,P3,USA,65,3,N,1,99999,2,0,2,1,4,10,,4985,240,90,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04911,AK-7,EASTBOUND,MENDENHALL LOOP RD,AK,JUNEAU,99801,58.3863176,-134.6444026,58.3862532,-134.6443284,0.005226,3.001,America/Juneau,P1,USA,212,3,N,3,99998,2,0,2,7,4,10,,7756,683,220,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04913,AK-9,SOUTHBOUND,PORT AVE,AK,KENAI PENINSULA,99664,60.1217206,-149.4400708,60.1211394,-149.4405124,0.042931,6.0,America/Anchorage,P1,USA,213,4,N,3,99999,2,0,2,9,4,10,,8292,794,355,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
